edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (5, 7), (3, 2), (2, 4), (4, 4), (1, 3), (5, 4), (2, 1), (5, 5), (2, 3), (3, 3), (3, 0), (0, 0), (3, 1), (4, 3), (4, 1), (0, 5), (3, 2), (4, 5), (4, 5), (4, 5), (0, 1), (3, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'husband_of', 'daughter_of', 'is_male', 'mother_of', 'brother_of', 'child_of', 'no_sisters', 'parent_in_law_of', 'is_male', 'husband_of', 'is_female', 'grandparent_of', 'maternal_grandmother_of', 'father_of', 'sibling_in_law_of', 'maternal_grandmother_of', 'colleague_of', 'living_in_same_place', 'son_of', 'paternal_grandfather_of', 'no_brothers']","(5, 6)",['Not_living_in'],32
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(4, 0)","['aunt_of', 'maternal_aunt_or_uncle_of', 'child_in_law_of', 'mother_of', 'sister_in_law_of', 'aunt_or_uncle_of', 'paternal_grandmother_of', 'grandmother_of', 'parent_of', 'wife_of', 'grandparent_of', 'daughter_in_law_of', 'spouse_of', 'maternal_grandmother_of', 'sibling_in_law_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(0, 0)","['niece_of', 'grandparent_of', 'mother_of', 'aunt_of', 'granddaughter_of', 'is_female', 'grandmother_of', 'grandchild_of', 'aunt_or_uncle_of', 'nibling_of', 'paternal_grandmother_of', 'parent_of', 'child_of', 'daughter_of', 'maternal_grandmother_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(5, 2)","['daughter_of', 'child_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(4, 2)","['child_of', 'daughter_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(2, 0)","['grandparent_of', 'parent_in_law_of', 'son_in_law_of', 'grandfather_of', 'father_in_law_of', 'maternal_grandparent_of', 'child_in_law_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(3, 4)","['son_in_law_of', 'grandparent_of', 'grandfather_of', 'paternal_grandparent_of', 'child_in_law_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(2, 5)","['father_of', 'parent_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(2, 2)","['no_sons', 'is_male', 'no_sisters']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(5, 0)","['paternal_grandmother_of', 'wife_of', 'aunt_or_uncle_of', 'daughter_in_law_of', 'mother_of', 'maternal_grandmother_of', 'parent_of', 'sister_in_law_of', 'child_in_law_of', 'maternal_aunt_or_uncle_of', 'spouse_of', 'grandparent_of', 'sibling_in_law_of', 'grandmother_of', 'aunt_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(4, 4)","['is_female', 'parent_in_law_of', 'child_in_law_of', 'daughter_in_law_of', 'mother_in_law_of', 'no_brothers']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(5, 5)","['daughter_in_law_of', 'mother_in_law_of', 'paternal_aunt_or_uncle_of', 'is_female', 'parent_in_law_of', 'no_brothers', 'child_in_law_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(5, 1)","['sibling_of', 'paternal_aunt_or_uncle_of', 'sister_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(4, 5)","['sibling_of', 'sister_of', 'mother_in_law_of', 'parent_in_law_of', 'daughter_in_law_of', 'child_in_law_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(1, 4)","['sister_of', 'sibling_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(0, 4)","['granddaughter_of', 'spouse_of', 'daughter_of', 'grandchild_of', 'parent_in_law_of', 'nibling_of', 'sister_in_law_of', 'mother_in_law_of', 'niece_of', 'sibling_in_law_of', 'child_of', 'wife_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(0, 2)","['mother_in_law_of', 'granddaughter_of', 'child_in_law_of', 'parent_in_law_of', 'daughter_in_law_of', 'grandchild_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(1, 0)","['maternal_aunt_or_uncle_of', 'aunt_of', 'sibling_in_law_of', 'sister_in_law_of', 'aunt_or_uncle_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(1, 2)","['child_of', 'daughter_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(0, 5)","['nibling_of', 'wife_of', 'mother_in_law_of', 'niece_of', 'sister_in_law_of', 'spouse_of', 'sibling_in_law_of', 'grandchild_of', 'daughter_of', 'granddaughter_of', 'parent_in_law_of', 'child_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(0, 1)","['sibling_in_law_of', 'nibling_of', 'niece_of', 'sister_in_law_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(3, 1)","['grandparent_of', 'grandfather_of', 'paternal_grandparent_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(1, 5)","['sibling_of', 'sister_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(5, 4)","['daughter_in_law_of', 'paternal_aunt_or_uncle_of', 'parent_in_law_of', 'mother_in_law_of', 'sister_of', 'sibling_of', 'child_in_law_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(3, 2)","['parent_of', 'father_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(3, 5)","['grandparent_of', 'grandfather_of', 'paternal_grandparent_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(4, 1)","['sibling_of', 'sister_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(1, 1)","['is_female', 'no_brothers']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(2, 1)","['parent_of', 'father_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(2, 3)","['child_of', 'son_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(4, 3)","['mother_in_law_of', 'grandchild_of', 'parent_in_law_of', 'granddaughter_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(5, 3)","['grandchild_of', 'granddaughter_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(2, 4)","['parent_of', 'father_of']",33
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (4, 3), (0, 4), (3, 3), (0, 4), (4, 4), (5, 4), (3, 2), (5, 0), (2, 5), (2, 6), (3, 3), (5, 0), (2, 1), (2, 2), (5, 4), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'granddaughter_of', 'mother_in_law_of', 'spouse_of', 'is_male', 'daughter_of', 'is_female', 'daughter_in_law_of', 'parent_of', 'paternal_grandmother_of', 'father_of', 'living_in', 'no_daughters', 'wife_of', 'parent_of', 'no_sons', 'paternal_aunt_or_uncle_of', 'mother_in_law_of']","(1, 3)","['granddaughter_of', 'grandchild_of']",33
