edges,edge_labels,query_edge,query_label,story_id
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 2), (2, 5), (3, 2), (6, 0), (6, 2), (4, 6), (2, 0), (5, 5), (5, 1), (0, 5), (3, 3), (4, 4), (1, 3), (7, 6), (2, 2), (4, 7), (3, 6), (0, 1), (0, 5), (0, 0), (1, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'mother_of', 'uncle_of', 'grandfather_of', 'sibling_of', 'sibling_of', 'child_of', 'is_female', 'sibling_in_law_of', 'brother_in_law_of', 'no_sisters', 'is_underage', 'nephew_of', 'maternal_grandparent_of', 'no_sons', 'living_in', 'child_in_law_of', 'living_in_same_place', 'child_of', 'no_sisters', 'husband_of']","(5, 6)","['grandmother_of', 'aunt_or_uncle_of', 'maternal_aunt_of', 'aunt_of', 'niece_of', 'paternal_grandparent_of', 'nibling_of', 'grandparent_of', 'maternal_aunt_or_uncle_of']",59
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 4), (5, 3), (2, 1), (6, 3), (2, 1), (3, 7), (3, 1), (5, 2), (4, 4), (2, 2), (0, 2), (1, 5), (4, 6), (2, 0), (4, 4), (4, 5), (1, 6), (4, 3), (2, 2), (3, 5), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'daughter_of', 'child_in_law_of', 'niece_of', 'school_mates_with', 'child_of', 'living_in', 'living_in_same_place', 'grandmother_of', 'no_sons', 'is_underage', 'son_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'is_male', 'father_of', 'paternal_grandfather_of', 'sibling_in_law_of', 'no_daughters', 'sister_of', 'is_underage', 'no_brothers']","(2, 6)",['living_in_same_place'],17
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 3), (1, 2), (2, 2), (1, 1), (5, 4), (1, 3), (2, 0), (0, 5), (0, 4), (5, 0), (4, 0), (0, 3), (0, 2), (5, 3), (2, 1), (5, 5), (5, 4), (4, 0), (1, 1), (7, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'mother_of', 'daughter_of', 'no_sons', 'is_underage', 'grandson_of', 'living_in_same_place', 'living_in_same_place', 'niece_of', 'spouse_of', 'living_in_same_place', 'living_in_same_place', 'wife_of', 'parent_of', 'brother_in_law_of', 'sister_of', 'no_sisters', 'paternal_grandmother_of', 'child_in_law_of', 'no_sons', 'maternal_aunt_or_uncle_of']","(4, 6)",['Not_living_in'],39
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 1), (3, 4), (0, 2), (2, 0), (3, 1), (1, 0), (3, 0), (2, 1), (0, 2), (2, 0), (2, 2), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'school_mates_with', 'living_in', 'grandson_of', 'granddaughter_of', 'father_in_law_of', 'mother_in_law_of', 'living_in_same_place', 'living_in_same_place', 'sibling_in_law_of', 'aunt_of', 'no_sisters', 'no_daughters', 'no_sons']","(3, 2)",['living_in_same_place'],49
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (5, 3), (4, 6), (3, 6), (0, 3), (0, 0), (1, 6), (6, 0), (4, 2), (2, 0), (0, 2), (3, 4), (1, 7), (2, 5), (6, 6), (3, 3), (1, 0), (4, 4), (5, 2), (6, 6), (6, 3), (4, 6), (5, 0), (5, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'father_in_law_of', 'living_in_same_place', 'grandfather_of', 'grandparent_of', 'is_female', 'living_in_same_place', 'aunt_or_uncle_of', 'living_in_same_place', 'brother_of', 'living_in_same_place', 'living_in_same_place', 'living_in', 'living_in_same_place', 'is_female', 'no_sons', 'sibling_in_law_of', 'is_underage', 'sibling_in_law_of', 'no_brothers', 'mother_of', 'father_in_law_of', 'grandson_of', 'husband_of']","(6, 5)",['living_in_same_place'],6
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (3, 6), (2, 5), (3, 2), (0, 2), (3, 5), (0, 4), (4, 1), (3, 1), (5, 5), (0, 5), (2, 5), (3, 3), (3, 1), (3, 4), (2, 3), (3, 3), (1, 4), (3, 2), (1, 5), (4, 3), (1, 1), (5, 5), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'brother_in_law_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'grandparent_of', 'is_female', 'sister_in_law_of', 'parent_in_law_of', 'no_sons', 'spouse_of', 'brother_of', 'parent_of', 'no_sisters', 'son_in_law_of', 'uncle_of', 'son_in_law_of', 'grandson_of', 'no_brothers', 'no_brothers', 'no_brothers']","(1, 7)",['Not_living_in'],51
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (3, 4), (3, 7), (0, 1), (1, 2), (6, 1), (1, 4), (5, 3), (1, 1), (4, 5), (2, 6), (4, 5), (4, 1), (3, 3), (5, 1), (0, 1), (2, 4), (1, 0), (0, 6), (0, 6), (3, 3), (4, 1), (0, 0), (5, 1), (5, 5)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in', 'father_in_law_of', 'nephew_of', 'son_in_law_of', 'child_of', 'granddaughter_of', 'is_underage', 'parent_of', 'father_of', 'sibling_of', 'father_of', 'no_sons', 'parent_of', 'living_in_same_place', 'sibling_of', 'sibling_of', 'living_in_same_place', 'brother_of', 'is_female', 'maternal_grandmother_of', 'is_underage', 'paternal_grandfather_of', 'no_sisters']","(6, 6)","['paternal_uncle_of', 'nibling_of', 'is_male', 'uncle_of', 'nephew_of', 'aunt_or_uncle_of']",34
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 6), (2, 0), (1, 2), (3, 1), (1, 4), (5, 0), (5, 4), (0, 3), (3, 3), (0, 3), (0, 5), (2, 1), (1, 5), (4, 5), (1, 0), (5, 0), (0, 0), (2, 1), (2, 3), (4, 4), (1, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'son_of', 'is_male', 'nibling_of', 'nephew_of', 'son_in_law_of', 'sibling_of', 'grandmother_of', 'sibling_of', 'son_of', 'no_daughters', 'brother_in_law_of', 'father_of', 'no_sons', 'son_of']","(4, 3)","['grandmother_of', 'living_in_same_place', 'grandparent_of', 'maternal_grandparent_of']",44
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 1), (0, 1), (2, 0), (1, 1), (1, 2), (1, 2), (1, 1), (0, 4), (3, 3), (2, 1), (2, 3), (3, 2), (2, 0), (1, 3), (2, 3)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'husband_of', 'living_in_same_place', 'is_male', 'son_in_law_of', 'sibling_of', 'no_brothers', 'living_in', 'no_daughters', 'colleague_of', 'sister_of', 'living_in_same_place', 'nibling_of', 'father_in_law_of', 'grandmother_of']","(3, 2)","['living_in_same_place', 'sibling_of', 'granddaughter_of', 'grandchild_of', 'sister_of']",37
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (1, 2), (3, 1), (4, 3), (3, 2), (2, 1), (1, 1), (0, 2), (3, 5), (2, 4), (3, 3), (4, 3), (2, 3), (2, 4), (3, 3), (1, 4), (0, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'grandparent_of', 'living_in_same_place', 'living_in_same_place', 'parent_of', 'is_underage', 'living_in_same_place', 'living_in', 'aunt_of', 'is_female', 'mother_of', 'sibling_in_law_of', 'sibling_in_law_of', 'no_daughters', 'son_of', 'nibling_of']","(4, 5)",['living_in'],2
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (0, 4), (4, 1), (2, 4), (0, 3), (2, 4), (1, 4), (1, 1), (2, 0), (0, 4), (3, 3), (3, 2), (3, 0), (2, 0), (3, 3), (4, 2), (1, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'nephew_of', 'husband_of', 'son_in_law_of', 'brother_in_law_of', 'father_in_law_of', 'son_of', 'no_daughters', 'sibling_of', 'husband_of', 'is_female', 'living_in_same_place', 'parent_in_law_of', 'paternal_grandfather_of', 'no_daughters', 'living_in_same_place', 'living_in_same_place']","(2, 4)","['son_in_law_of', 'father_in_law_of', 'sibling_in_law_of', 'nibling_of', 'nephew_of', 'parent_in_law_of', 'living_in_same_place', 'brother_in_law_of', 'son_of', 'child_in_law_of', 'child_of', 'grandchild_of', 'grandson_of']",1
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (1, 2), (1, 0), (0, 2), (3, 1), (1, 1), (5, 0), (0, 0), (1, 0), (1, 1), (5, 2), (5, 2), (3, 2), (1, 0), (2, 4), (2, 2), (4, 0), (6, 2), (3, 0), (3, 7), (6, 6), (1, 2), (6, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'sister_in_law_of', 'grandfather_of', 'nephew_of', 'no_sisters', 'parent_of', 'no_sisters', 'wife_of', 'no_daughters', 'wife_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'is_male', 'son_of', 'living_in_same_place', 'father_of', 'living_in', 'no_brothers', 'parent_of', 'maternal_aunt_or_uncle_of']","(6, 1)",['living_in_same_place'],4
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (5, 4), (1, 5), (3, 5), (1, 0), (1, 5), (0, 1), (3, 0), (3, 3), (0, 0), (0, 1), (0, 5), (4, 5), (2, 5), (2, 5), (4, 1), (0, 2), (5, 1), (5, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'husband_of', 'son_of', 'sibling_of', 'nephew_of', 'son_in_law_of', 'grandson_of', 'is_underage', 'no_sisters', 'living_in_same_place', 'child_in_law_of', 'sister_of', 'grandfather_of', 'parent_in_law_of', 'colleague_of', 'living_in_same_place', 'child_of', 'living_in']","(1, 1)","['parent_in_law_of', 'son_in_law_of', 'no_sisters', 'father_in_law_of', 'is_male', 'child_in_law_of']",16
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 4), (2, 4), (2, 0), (2, 2), (2, 1), (4, 4), (3, 0), (1, 1), (5, 2), (1, 4), (1, 3), (2, 3), (1, 6), (5, 3), (0, 4), (4, 3), (0, 5), (5, 1), (5, 1), (0, 0), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_of', 'living_in_same_place', 'child_of', 'no_sisters', 'niece_of', 'is_underage', 'father_in_law_of', 'is_male', 'school_mates_with', 'living_in_same_place', 'living_in_same_place', 'aunt_or_uncle_of', 'living_in', 'brother_of', 'sister_in_law_of', 'sibling_of', 'aunt_of', 'paternal_uncle_of', 'child_of', 'no_brothers', 'no_daughters']","(5, 4)","['nibling_of', 'nephew_of', 'brother_of', 'living_in_same_place', 'sibling_of']",24
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (0, 2), (2, 1), (2, 4), (2, 1), (1, 0), (1, 1), (2, 2), (1, 0), (1, 1), (1, 2), (1, 3), (2, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'husband_of', 'living_in', 'child_of', 'sibling_in_law_of', 'is_female', 'no_sisters', 'sister_of', 'no_brothers', 'living_in_same_place', 'living_in_same_place', 'no_brothers']","(3, 4)",['living_in'],38
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (4, 2), (2, 3), (0, 4), (2, 3), (3, 2), (0, 3), (2, 2), (3, 2), (1, 2), (1, 5), (0, 4), (2, 0), (1, 2), (5, 3), (3, 2), (0, 3), (1, 2), (4, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'niece_of', 'uncle_of', 'spouse_of', 'sibling_of', 'mother_in_law_of', 'mother_of', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'living_in', 'paternal_grandparent_of', 'sibling_of', 'school_mates_with', 'paternal_grandmother_of', 'parent_of', 'sister_in_law_of', 'brother_of', 'no_sisters']","(1, 3)","['brother_of', 'living_in_same_place', 'aunt_or_uncle_of', 'child_of', 'sibling_of', 'nephew_of', 'uncle_of', 'grandchild_of', 'son_of', 'nibling_of', 'grandson_of']",3
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 6), (2, 0), (1, 2), (3, 1), (1, 4), (5, 0), (5, 4), (0, 3), (3, 3), (0, 3), (0, 5), (2, 1), (1, 5), (4, 5), (1, 0), (5, 0), (0, 0), (2, 1), (2, 3), (4, 4), (1, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'son_of', 'is_male', 'nibling_of', 'nephew_of', 'son_in_law_of', 'sibling_of', 'grandmother_of', 'sibling_of', 'son_of', 'no_daughters', 'brother_in_law_of', 'father_of', 'no_sons', 'son_of']","(3, 2)","['son_of', 'living_in_same_place', 'grandson_of', 'child_of', 'grandchild_of']",44
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (1, 0), (1, 5), (5, 1), (2, 1), (1, 0), (5, 4), (4, 5), (0, 5), (2, 4), (5, 3), (2, 0), (2, 2), (2, 3), (5, 6), (4, 2), (3, 3), (3, 5), (5, 5), (3, 0), (3, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'aunt_of', 'living_in_same_place', 'uncle_of', 'parent_in_law_of', 'grandfather_of', 'living_in_same_place', 'niece_of', 'sibling_of', 'living_in_same_place', 'living_in_same_place', 'no_brothers', 'son_of', 'living_in', 'parent_of', 'is_male', 'brother_in_law_of', 'no_daughters', 'sibling_of', 'husband_of']","(2, 3)","['son_of', 'living_in_same_place', 'child_of', 'parent_in_law_of', 'grandson_of', 'nephew_of', 'grandchild_of', 'nibling_of', 'spouse_of', 'husband_of', 'father_in_law_of']",40
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 3), (4, 2), (2, 5), (3, 4), (5, 2), (3, 0), (1, 4), (4, 1), (3, 5), (3, 6), (6, 7), (1, 2), (2, 3), (5, 5), (2, 6), (5, 5), (4, 6), (3, 3), (5, 5), (4, 1), (1, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in_same_place', 'son_in_law_of', 'sister_of', 'grandmother_of', 'school_mates_with', 'aunt_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in', 'grandchild_of', 'sibling_of', 'no_daughters', 'grandson_of', 'no_sisters', 'sibling_of', 'no_sisters', 'no_brothers', 'child_of', 'no_sisters']","(4, 3)","['living_in_same_place', 'brother_of', 'sibling_of']",35
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (3, 0), (3, 2), (3, 1), (0, 2), (2, 0), (0, 1), (2, 1), (1, 1), (0, 4), (2, 0), (2, 3), (0, 3), (0, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'grandson_of', 'living_in_same_place', 'parent_in_law_of', 'living_in_same_place', 'sister_in_law_of', 'son_of', 'living_in_same_place', 'is_female', 'living_in', 'grandparent_of', 'child_of', 'uncle_of', 'spouse_of']","(3, 0)","['grandson_of', 'parent_in_law_of', 'nephew_of', 'father_in_law_of', 'living_in_same_place', 'grandchild_of', 'nibling_of']",14
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (0, 3), (2, 0), (3, 2), (3, 0), (3, 2), (1, 3), (5, 2), (0, 0), (3, 3), (4, 0), (3, 5), (2, 3), (1, 6), (2, 4), (4, 3), (0, 2), (4, 4), (4, 2), (6, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'brother_in_law_of', 'father_of', 'nephew_of', 'grandparent_of', 'spouse_of', 'colleague_of', 'uncle_of', 'is_underage', 'no_daughters', 'living_in_same_place', 'living_in_same_place', 'child_of', 'living_in', 'son_in_law_of', 'brother_of', 'maternal_grandfather_of', 'no_daughters', 'husband_of', 'maternal_grandfather_of']","(0, 6)",['living_in'],52
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (5, 4), (0, 6), (6, 6), (5, 1), (4, 6), (2, 5), (1, 6), (1, 5), (0, 6), (3, 2), (4, 3), (1, 7), (2, 0), (1, 1), (4, 0), (0, 0), (2, 2), (6, 6), (0, 0), (3, 6), (6, 5), (1, 4)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_in_law_of', 'aunt_of', 'is_male', 'living_in_same_place', 'grandson_of', 'colleague_of', 'living_in_same_place', 'daughter_of', 'living_in_same_place', 'colleague_of', 'living_in_same_place', 'living_in', 'brother_in_law_of', 'is_underage', 'sibling_of', 'is_underage', 'no_sisters', 'no_daughters', 'no_sisters', 'wife_of', 'child_in_law_of', 'aunt_of']","(0, 1)","['nibling_of', 'living_in_same_place', 'niece_of']",58
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (3, 5), (0, 2), (5, 0), (5, 5), (2, 5), (5, 5), (4, 5), (4, 5), (0, 2), (1, 4), (4, 0), (1, 3), (5, 1), (2, 1), (1, 1), (1, 0), (2, 0), (4, 5), (4, 3), (3, 5), (1, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'wife_of', 'granddaughter_of', 'grandparent_of', 'is_female', 'uncle_of', 'no_daughters', 'nephew_of', 'spouse_of', 'grandparent_of', 'sibling_in_law_of', 'aunt_or_uncle_of', 'wife_of', 'living_in_same_place', 'parent_of', 'no_brothers', 'wife_of', 'maternal_grandmother_of', 'living_in_same_place', 'living_in_same_place', 'grandchild_of', 'living_in']","(1, 1)","['no_brothers', 'no_daughters', 'is_female']",45
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (2, 7), (2, 3), (1, 2), (2, 2), (1, 1), (5, 4), (1, 3), (2, 0), (0, 5), (0, 4), (5, 0), (4, 0), (0, 3), (0, 2), (5, 3), (2, 1), (5, 5), (5, 4), (4, 0), (1, 1), (7, 1)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'is_place', 'living_in', 'mother_of', 'daughter_of', 'no_sons', 'is_underage', 'grandson_of', 'living_in_same_place', 'living_in_same_place', 'niece_of', 'spouse_of', 'living_in_same_place', 'living_in_same_place', 'wife_of', 'parent_of', 'brother_in_law_of', 'sister_of', 'no_sisters', 'paternal_grandmother_of', 'child_in_law_of', 'no_sons', 'maternal_aunt_or_uncle_of']","(2, 5)","['living_in_same_place', 'maternal_aunt_or_uncle_of', 'aunt_of', 'niece_of', 'nibling_of', 'aunt_or_uncle_of']",39
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (3, 4), (3, 7), (5, 2), (4, 6), (4, 2), (2, 2), (4, 1), (4, 2), (5, 3), (0, 6), (2, 2), (5, 0), (1, 5), (0, 6), (3, 3), (2, 4), (0, 0), (6, 6), (1, 1), (2, 2), (4, 4), (0, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in', 'mother_of', 'living_in_same_place', 'grandfather_of', 'is_female', 'living_in_same_place', 'sibling_in_law_of', 'living_in_same_place', 'living_in_same_place', 'is_underage', 'wife_of', 'uncle_of', 'sister_of', 'is_underage', 'mother_in_law_of', 'no_brothers', 'is_underage', 'is_underage', 'no_brothers', 'no_daughters', 'niece_of']","(6, 6)","['is_underage', 'is_female', 'nibling_of', 'niece_of', 'aunt_of', 'aunt_or_uncle_of', 'maternal_aunt_or_uncle_of', 'no_brothers']",10
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 1), (4, 6), (6, 5), (1, 0), (2, 4), (0, 5), (2, 6), (4, 0), (5, 4), (4, 4), (0, 4), (1, 1), (3, 6), (3, 4), (3, 2), (2, 1), (2, 0), (3, 3), (1, 3), (3, 0), (3, 4), (0, 7)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'sister_of', 'grandparent_of', 'sister_in_law_of', 'niece_of', 'sibling_of', 'son_in_law_of', 'sister_of', 'child_of', 'mother_of', 'no_brothers', 'brother_in_law_of', 'is_underage', 'daughter_of', 'grandmother_of', 'wife_of', 'living_in_same_place', 'child_in_law_of', 'no_daughters', 'maternal_grandmother_of', 'living_in_same_place', 'maternal_grandmother_of', 'living_in']","(5, 5)","['is_female', 'no_sons']",53
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (2, 3), (0, 1), (1, 2), (1, 3), (3, 3), (2, 2), (2, 3), (0, 0), (2, 3), (1, 4), (3, 0), (0, 3), (2, 2), (1, 2)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'grandmother_of', 'son_of', 'sibling_of', 'daughter_of', 'is_male', 'no_brothers', 'granddaughter_of', 'is_underage', 'parent_of', 'living_in', 'living_in_same_place', 'sibling_of', 'no_daughters', 'paternal_uncle_of']","(2, 3)","['grandmother_of', 'granddaughter_of', 'parent_of', 'living_in_same_place', 'maternal_aunt_of', 'daughter_of', 'child_of', 'grandparent_of', 'aunt_or_uncle_of', 'aunt_of', 'maternal_aunt_or_uncle_of', 'grandchild_of', 'paternal_grandparent_of', 'mother_of']",43
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (4, 1), (1, 5), (2, 4), (2, 1), (4, 1), (3, 1), (0, 3), (4, 4), (2, 4), (0, 2), (3, 0), (0, 3), (0, 0), (0, 3), (0, 2), (2, 0), (0, 0), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in', 'nephew_of', 'living_in_same_place', 'daughter_in_law_of', 'living_in_same_place', 'living_in_same_place', 'no_sisters', 'child_in_law_of', 'child_of', 'grandson_of', 'mother_in_law_of', 'no_brothers', 'aunt_or_uncle_of', 'grandchild_of', 'child_of', 'no_daughters', 'aunt_of']","(1, 2)",['living_in_same_place'],30
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (4, 1), (1, 5), (2, 4), (2, 1), (4, 1), (3, 1), (0, 3), (4, 4), (2, 4), (0, 2), (3, 0), (0, 3), (0, 0), (0, 3), (0, 2), (2, 0), (0, 0), (1, 0)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'living_in_same_place', 'living_in', 'nephew_of', 'living_in_same_place', 'daughter_in_law_of', 'living_in_same_place', 'living_in_same_place', 'no_sisters', 'child_in_law_of', 'child_of', 'grandson_of', 'mother_in_law_of', 'no_brothers', 'aunt_or_uncle_of', 'grandchild_of', 'child_of', 'no_daughters', 'aunt_of']","(3, 2)","['living_in_same_place', 'nibling_of', 'nephew_of']",30
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (5, 1), (5, 6), (1, 5), (0, 4), (5, 0), (4, 0), (1, 4), (6, 6), (5, 0), (1, 5), (4, 4), (6, 6), (5, 6), (1, 0), (1, 4), (6, 5), (3, 1), (3, 3), (2, 1), (1, 3), (2, 4), (1, 7)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'mother_in_law_of', 'niece_of', 'sister_of', 'grandson_of', 'sibling_in_law_of', 'daughter_of', 'niece_of', 'is_male', 'spouse_of', 'living_in_same_place', 'no_brothers', 'no_sisters', 'grandmother_of', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'sister_of', 'no_brothers', 'living_in_same_place', 'living_in_same_place', 'sister_of', 'living_in']","(2, 3)","['niece_of', 'living_in_same_place', 'nibling_of']",41
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (4, 0), (0, 0), (3, 4), (3, 3), (2, 3), (0, 4), (0, 0), (4, 2), (2, 2), (5, 6), (6, 2), (4, 0), (0, 6), (4, 4), (2, 5), (1, 5), (6, 3), (6, 0), (5, 4), (5, 2), (3, 7), (1, 1), (3, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'niece_of', 'no_sisters', 'son_of', 'is_underage', 'living_in_same_place', 'sibling_in_law_of', 'is_male', 'spouse_of', 'is_male', 'grandfather_of', 'child_of', 'daughter_of', 'child_of', 'no_daughters', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'living_in_same_place', 'spouse_of', 'spouse_of', 'living_in', 'is_female', 'grandchild_of']","(4, 6)","['grandmother_of', 'parent_of', 'aunt_or_uncle_of', 'aunt_of', 'paternal_grandparent_of', 'grandchild_of', 'living_in_same_place', 'mother_of', 'grandparent_of', 'granddaughter_of', 'maternal_aunt_of']",56
"[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (3, 4), (4, 3), (4, 3), (0, 4), (4, 3), (0, 0), (0, 0), (0, 1), (5, 4), (3, 2), (1, 1), (0, 0), (4, 2), (5, 1), (2, 1), (1, 2), (0, 3), (0, 6)]","['is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_person', 'is_place', 'son_of', 'grandfather_of', 'brother_of', 'child_of', 'living_in_same_place', 'no_sisters', 'is_male', 'child_of', 'grandfather_of', 'grandchild_of', 'is_female', 'is_underage', 'living_in_same_place', 'living_in_same_place', 'father_in_law_of', 'wife_of', 'son_of', 'living_in']","(0, 2)","['aunt_or_uncle_of', 'nephew_of', 'grandchild_of', 'paternal_aunt_or_uncle_of', 'son_of', 'living_in_same_place', 'grandson_of', 'uncle_of', 'brother_of', 'sibling_of', 'child_of', 'nibling_of']",48
